ds100,lat,lon
LLW,51.38071947,12.32128093
LSVS,51.37279573,12.3448373
LSEL,51.36978673,12.35377949
LLIN,51.33353762,12.32161818
LLP,51.32786299,12.32197015
LLGZ,51.30174609,12.31515838
LLK,51.27813337,12.30903813
LKNF,51.2454599,12.27141833
LBSD,51.24647856,12.27234666
LGDG,51.20837725,12.27122505
LUM,51.18525737,12.24975362
LPG,51.16600753,12.24106924
LPR,51.13064754,12.21100903
LREU,51.10884334,12.1869256
LBIZ,51.09193029,12.17144467
LZZN,51.07605501,12.15319858
LHY,51.02770603,12.06556189
LWZE,51.00834784,12.01269779
UKSO,50.97434805,11.98189524
UKS,50.96592419,11.98399933
UCA,50.94773966,11.9907996
UBKZ,50.93143451,12.02882868
UGLB,50.91650308,12.04772006
UGS,50.87043502,12.07737431
UGZ,50.85055922,12.08254535
UWOL,50.81690949,12.07396158
UWE,50.78590223,12.06208433
UNP,50.7663085,11.95701545
UTR,50.74089201,11.87216686
UTN,50.73412045,11.81941999
UNU,50.73476423,11.75758389
UNH,50.72429562,11.71441433
UOG,50.70590927,11.65079531
UPS,50.69029266,11.58807747
UKPR,50.67708073,11.54336118
UKZ,50.66020227,11.48712762
UUW,50.65931022,11.43507728
UBZ,50.61631148,11.4059421
UKL,50.61136157,11.4336063
UKLD,50.60834761,11.43666799
UHR,50.59776549,11.43419222
UUZA,50.58156378,11.39799185
UUZ,50.58043495,11.39198641
UMG,50.55069571,11.34880088
UPR,50.52832771,11.38363435
LLO,51.13620989,12.44792073
LBL,51.1179437,12.48624847
LPB,51.09855365,12.50312012
LNWY,51.08783341,12.53357092
LFB,51.06911838,12.55930371
LFRD,51.06134047,12.61692973
LGH,51.05847683,12.6968121
LNA,51.01077654,12.7164333
LNAB,50.99957776,12.707826
DCO,50.96943597,12.77907662
DBU,50.91550118,12.81252632
DWIO,50.88300175,12.84135247
DWIM,50.87442771,12.86973245
DCBH,50.85968824,12.8947973
DKW,50.8547514,12.9129849
LBEU,51.32364869,12.5730941
LNH,51.27709354,12.59417164
LGS,51.25064954,12.63739697
LGRI,51.23012542,12.71417491
DGR,51.18398705,12.75925481
DMU,51.17370049,12.79167375
DTA,51.16155503,12.8484683
DMP,51.16451272,12.8700306
DLS,51.16029072,12.93828049
DKLB,51.15775985,13.00357409
DWES,51.13738799,13.02797371
DDEG,51.11947282,13.10777377
DMTG,51.14786204,13.46109043
DMT,51.15264994,13.46276023
DMEA,51.15926033,13.47328642
DME,51.16287823,13.48254076
DNZ,51.14774686,13.55250702
LSD,51.40241524,12.22260875
LNW N,51.40560814,12.38504498
LNW,51.39624017,12.38964914
LSBU,51.90047325,10.67175076
LLWP,51.33551898,12.37532482
LLMK,51.34052518,12.37457576
LL  T,51.34523508,12.37980349
LL  N,51.37325212,12.39839558
LSD U,51.40474241,12.23999359
LWF,52.17692453,11.15519171
LMBN,52.19805169,11.12294438
LHBK,52.21025385,11.05209898
LSS,52.60647972,11.83656592
LSFH,52.6166443,11.84921188
LBOL,52.63587768,11.85414392
LEST,52.67484887,11.85482537
LGM,52.71598211,11.85813866
LOB,52.78754646,11.76043332
LBRN,52.8429258,11.73778888
LSNA,52.88585838,11.74359575
LGG,52.95578111,11.73722664
LMGE,52.16669592,11.65782795
LMEU,52.17116108,11.65479112
LMRH,52.18687327,11.64783831
LGLB,52.20133675,11.64539669
LBAS,52.21479595,11.6406215
LWLS,52.25034777,11.63555181
LZIO,52.28825676,11.67623302
LZI,52.29587998,11.68001399
LANG,52.33838371,11.75955843
LMW,52.39374209,11.78875439
LTH,52.43658499,11.81119543
LDK,52.51817335,11.85465285
LMB,52.10919875,11.63003212
LMTW,52.09835271,11.63782632
LMSA,52.08074494,11.65637017
LMSO,52.07049874,11.66943509
LSBO,52.03414973,11.70674942
LSB G,52.02407813,11.72405473
LSB,52.01845089,11.73369227
LSBF,52.00042612,11.75740858
LGND,51.97927563,11.78147445
LSEE,51.94790122,11.80403327
LCBO,51.92053465,11.81050702
LSAD,51.87080023,11.86474191
LWU,51.81894644,11.92184515
LK,51.75237195,11.98933729
LAF,51.70906672,12.00766737
LWG,51.66950804,12.02904147
LSTF,51.61595772,12.06677497
LNM,51.55114159,12.09915668
LZBR,51.50456879,12.03347565
LHG M,51.49600481,12.00573185
LGOSS,51.42636326,12.14055844
LGKL,51.41840721,12.16551994
LSDW,51.402963,12.19551689
LNW S,51.38966996,12.39165634
LBYD,52.0607388,11.63073277
LDF,52.04903483,11.61204385
LON,52.04914937,11.57600921
LLWD,52.04556785,11.53212439
LBLG,52.03394821,11.45690806
LHD,52.0073584,11.32440888
LO,52.03074866,11.2278798
LHF,51.99792774,11.18892172
LKRF,51.97605239,11.17120377
LNHG,51.95333252,11.17005303
LGQ,51.92656587,11.12290603
LDT,51.83343174,11.18666868
LQB,51.78496302,11.15208452
LNI,51.75236086,11.08494606
LTLM,51.75140147,11.04612335
LTL,51.74601542,11.03090721
LMR,52.17127064,11.65489323
LBAR,52.20901153,11.62130977
LME,52.20939514,11.55892028
LGRL,52.23537956,11.5259063
LVA,52.25244258,11.49977963
LHLG,52.27329741,11.43579714
LHL,52.28496043,11.4062467
LFLO,52.29710644,11.37089067
LBST,52.30933567,11.33207779
LFG,52.34795947,11.26130731
LWST,52.38704836,11.2088965
LRI,52.40895036,11.1235915
LBOE,52.42215166,11.06382402
LKB,52.13404791,11.75624106
LWH,52.10917649,11.7890446
LGO,52.07401698,11.83868833
LPRL,52.03765813,11.91331713
LLBS,52.01989589,11.93562368
LGK,51.99349817,11.98632559
LTNZ,51.97765338,12.02936485
LZE,51.95390962,12.08895394
LJR,51.93431345,12.12617046
LROD,51.90184309,12.20452599
LRVB,51.89394768,12.22772982
LR,51.88432128,12.23704783
LD,51.83994651,12.23489254
LDS,51.80138826,12.23676555
LMAR,51.74056049,12.2571989
LRH,51.70884903,12.2706241
LRHU,51.70508024,12.27244271
LJZ,51.68275721,12.27737423
LWO,51.6611701,12.27948807
LGPN,51.64558496,12.2976881
LBTN,51.63945624,12.30641273
LBTS,51.58676485,12.29213747
LPRO,51.57006306,12.28533026
LDL,51.52451343,12.34567457
LAH,51.51235681,12.35312144
LZS,51.4833025,12.361465
LRK,51.44030221,12.37506695
WCAH,51.4260215,12.37688467
LLES,51.37573413,12.39727423
BMZ,52.0606801,12.39185875
LJEB,51.98473351,12.34959334
LRAI,51.91311796,12.27474825
LRG,51.9059054,12.26511406
LDAL,51.82551698,12.19307017
LDMO,51.81410479,12.14853083
LEK,51.79093874,12.05914907
LOST,51.78354264,12.03059524
LFZ,51.74901432,11.90003499
LBF,51.75699707,11.85591358
LBB,51.76307112,11.78455177
LBGF,51.7739504,11.76826682
LBG,51.79612311,11.75135508
LBGW,51.80566464,11.7280544
LBWD,51.80575957,11.72321026
LIB,51.80664179,11.6476585
LGT,51.79340965,11.60179527
LGI,51.76513666,11.56892611
LSIS,51.75143378,11.52084455
LSEG,51.94573067,11.80613611
LWTG,51.94387228,11.8175219
LSBS,52.00714205,11.73790633
LSBE,51.99793646,11.72289821
LEGD,51.97496099,11.69584557
LEF,51.94674967,11.67686278
LFDA,51.90780108,11.63793746
LFD,51.90380221,11.63391614
LLUD,51.86693532,11.59802893
LSF,51.85202624,11.58792051
LN,51.82491284,11.59376056
LMSN,51.87214642,10.82344186
LWD,51.84022085,10.78870658
LRTB,51.83858547,10.77374163
LWDE,51.83880493,10.76920776
LDAR,51.84908273,10.7330158
LDRB,51.8547051,10.727347
LWAG,51.86953395,10.69741938
LIG,51.86867541,10.683317
HBHA,51.88811322,10.55469643
HOKO,51.91033284,10.49676733
LMGH,52.12243334,11.62521911
WLOW,53.41102916,11.46424249
WRW,53.45781783,11.43106693
WSLT,53.51394988,11.3880093
WHO,53.5549767,11.36489627
WSS,53.57431764,11.37664131
WSGR,53.59807131,11.38464801
WSGN,53.61005061,11.38529023
WSMI,53.62697397,11.40535219
WS,53.63474209,11.40745592
WLST,53.72886078,11.41116147
WMOI,53.80629323,11.48190777
WPDF,53.82229083,11.476851
WMK,53.84297822,11.47118364
WWI,53.89681804,11.46897133
WKJ,53.44850269,11.26317283
WZN,53.50248066,11.32432685
WRSS,54.10402702,12.18429327
WRD,54.10648507,12.18007002
WRHI,54.11705552,12.16100923
WRS,54.11842041,12.15866163
WRT,54.12570732,12.14512643
WRSB,54.1315791,12.1357201
WRSN,54.14208075,12.11197118
WDF N,54.06862689,12.14637545
WLW,53.84378878,12.13779521
WMIS,53.88011422,12.12306337
WSN,53.9392185,12.11796429
WHU,53.98461873,12.11598435
WPOE,54.01104739,12.12114956
WPF,54.03662658,12.13726188
BKAG,52.62486106,13.47815059
BKRM,52.75377001,13.03955778
WBES,52.80454294,13.02125593
WRDN,52.85757527,12.89657467
WNRR,52.92947738,12.81103193
WNR,52.9302268,12.79847997
WNRW,52.92649091,12.79421585
WWL,52.94862295,12.67683335
WNED,52.99551442,12.62806252
WFD,53.06878477,12.54059338
WDOW,53.12111669,12.52118514
WWK,53.16050805,12.47895231
BJAB,52.01603151,12.99214665
BJA,52.01609719,12.99200816
BTI,52.03769615,12.93373123
BFOD,52.06016815,12.8993744
BTZS,52.08038839,12.88115306
BTZN,52.09199323,12.85758629
BBUZ,52.16560183,12.92023462
BEZ,52.20409815,12.95496382
LBA,52.41177118,12.53042566
LBAB,52.42062792,12.5123754
LGOR,52.42806432,12.50383792
LFDE,52.48446616,12.46276205
LPI,52.49991502,12.45847051
LDO,52.52429367,12.36840433
LPZS,52.52905548,12.34336797
LPZH,52.5360612,12.33329787
LPZ,52.53834744,12.32830303
LMGI,52.5612769,12.33018545
LRWD,52.60021464,12.36621555
BFSS,52.36953051,13.52233189
BSB,52.16464379,14.32994953
BOEG,52.17282941,14.27053317
BBES,52.17769648,14.25093121
BBUW,52.18826182,14.1694411
BLNG,52.20376139,14.11150413
BSH,52.20683429,14.00962573
BHUB,52.23395641,13.9651158
BSTW,52.25167355,13.92077811
BKUM,52.27502833,13.87408389
BFDF,52.28997013,13.78523927
BKAB,52.30012337,13.72100135
BZF,52.29953737,13.69336724
BNDL,52.30203568,13.6523356
BFUA,52.35342778,14.10140364
BFUH,52.34685855,14.09503471
BFUS,52.34240376,14.08731575
BPET,52.30967341,14.0648803
BBSP,52.29326959,14.06491186
BPFG,52.28680753,14.06567844
BAFR,52.58085953,13.57333411
BAFN,52.59074754,13.58188374
BAHH,52.59675386,13.59198325
BBLU,52.6052922,13.61174495
BSEE,52.61848655,13.67632972
BWER,52.63732145,13.73736861
BWEG,52.63980462,13.7512392
BFDG,52.49604358,13.77376045
BZOG,52.23705676,13.44027416
BBGG,52.13443189,12.60954421
DXE,50.99746647,14.57980265
DDHG,51.01084581,14.58077775
DHND,50.90661854,14.70446124
DGAU,50.89264774,14.6656447
DXGS,50.90260719,14.64443483
DHE,50.94319332,14.8907793
DXHE,50.94854001,14.89378698
DXHW,51.04676356,14.95597805
DGWH,51.12920183,14.97087767
DDOS,51.09447582,14.97754604
DHW,51.07029174,14.96025102
DNEW,51.0253812,14.20487167
DLW,51.03633648,14.15413898
DLWM,51.03863875,14.12723183
DSTL,51.03709623,14.08707444
DHLF,51.03405218,14.04674491
DDO,50.96097205,13.85547699
DKTW,50.94501284,13.86011115
DWSN,50.93638755,13.8628643
DBWD,50.92507765,13.83826617
DMHL,50.91427728,13.81890829
DNDS,50.88994129,13.81090789
DOSC,50.87050357,13.81448075
DGHU,50.85154025,13.78262884
DBJ,50.8274415,13.77175498
DBAG,50.80972179,13.79473701
DLST,50.78632212,13.81424073
DHMU,50.77855033,13.79252809
DGEI,50.76050575,13.78689606
DAG,50.76605644,13.75318576
DWXB,51.13976441,13.80148976
DWX,51.15045968,13.80662609
DHS,51.16583623,13.81583043
DOS,51.1780516,13.82497315
DOP,51.1850954,13.83120835
DOK,51.18658598,13.83568926
DON,51.197859,13.83515944
DLZ,51.24844127,13.87981683
DKB,51.26037739,13.90125035
DGRS,51.1282623,13.77779408
DKTF,51.12486414,13.76625109
DGSG,50.91059993,13.32968404
DFRG,50.9069883,13.35612495
DNGM,50.69120176,13.2529961
DBLU,50.67123451,13.29105786
DOLW,50.66026095,13.32065303
DOL,50.65637569,13.33670835
DOGT,50.64982608,13.36475834
DOBN,50.64638282,13.39613447
DHDD,50.66125044,13.41659509
DSF,50.66551422,13.43985243
DNH,50.67492103,13.4654295
DMG,50.6482921,13.16363937
DZB,50.66013406,13.2136618
DSTM,50.6786187,13.21500826
DPF,50.70719564,13.22662166
DRAU,50.73048159,13.20280705
DRF,50.74083198,13.19435501
DFM,50.75884938,13.18144863
DGRB,50.77477439,13.1634252
DLEU,50.80187708,13.14139464
DHOF,50.82208789,13.13394442
DHZF,50.84033118,13.12799199
DFU,50.85465785,13.11851986
DHZG,50.85308752,13.08369801
DXBA,50.50505034,13.03163324
DBS,50.50764641,13.02986458
DKD,50.5368896,13.03435766
DCR,50.51122034,12.99221064
DSEH,50.53541261,12.99380401
DAB,50.55653944,12.99810127
DABM,50.5669579,12.99913666
DABU,50.57920454,12.9981889
DWF,50.54622537,12.96432105
DSCL,50.55511413,12.95324764
DSG,50.54759429,12.91104906
DMAR,50.53455278,12.86024698
DRAS,50.53392838,12.84173327
DGS,50.53031306,12.81664793
DSCP,50.53853093,12.80175864
DXJ,50.43234788,12.73461586
DJ,50.43744181,12.72881832
DERB,50.47074357,12.72079898
DBRE,50.47692977,12.74621894
DATL,50.50019356,12.75598839
DERA,50.520176,12.78741773
DSCH,50.53236082,12.78632469
DEGG,50.78850001,12.62682527
DSW,50.60611947,13.00052071
DWIS,50.61046073,13.02338697
DWIE,50.61913281,13.04512561
DWO,50.65270026,13.06534453
DWAB,50.66852627,13.06404858
DSS,50.70265787,13.05630656
DWL,50.72461996,13.05647039
DZP,50.74322006,13.06596734
DZPB,50.74336598,13.07987976
DZPO,50.74462152,13.08189753
DWK,50.76304955,13.09066121
DWIT,50.77526835,13.08852245
DHRF,50.7917901,13.07087258
DEA,50.82133894,13.08396498
DFLP,50.8442709,13.08494692
DEAG,50.84961252,13.08195226
DCHG,50.82922113,12.93422953
DCS,50.82312992,12.92604418
DVTS,50.79664567,12.92987644
DCRE,50.79507061,12.93585664
DCE,50.78760854,12.95020032
DEDH,50.78305715,12.97051881
DED,50.77289915,12.97289274
DDF,50.75141737,12.97859535
DKAU,50.74299973,12.95380236
DBUF,50.7331677,12.93213106
DBUM,50.73289514,12.91634814
DMS,50.72301029,12.88812377
DTAL,50.69684767,12.84960789
DDCH,50.66545382,12.83962954
DNZW,50.64619424,12.82196921
DZI,50.63217596,12.79780447
DLN,50.62484483,12.74907559
DLNU,50.61110664,12.72441607
DAUS,50.59685497,12.70865589
DTFL,50.54097583,12.2556397
DTRE,50.54765923,12.30121935
DEI,50.54521856,12.34124952
DAUO,50.51914868,12.38203645
DAUW,50.51013864,12.38039176
DAUH,50.50697656,12.37925949
DFA,50.47893857,12.36099636
DGBA,50.43978193,12.3728381
DMB,50.42523139,12.3973155
DSTN,50.67883046,12.44191651
DEBR,50.65149131,12.44314813
DVO,50.6340237,12.42647448
DIR,50.60806191,12.40957177
DLFD,50.57262451,12.37414612
DROW,50.5287368,12.39532126
DAUU,50.51154914,12.39144859
DLD,50.48801432,12.38439066
DZWZ,50.35094934,12.40048877
DZWO,50.35260517,12.42721839
DKN,50.35724568,12.46196067
DXK,50.3541613,12.46739061
UWEM,50.77650104,12.05565275
ULEW,50.77442411,12.0552051
UWEA,50.76782579,12.05871323
ULHO,50.73419544,12.04861789
USP,50.72331291,12.02956569
UHOL,50.7026102,12.03633134
UTB,50.68799596,12.02332372
UZU,50.65925276,12.01121814
UPW,50.62804376,12.0242501
UP,50.58791608,12.00369319
UBGN,50.56463491,12.04057456
DMFG,50.52639454,11.95496837
DSBV,50.52589297,11.95380704
DMBH,50.41615411,12.39841142
DSCK,50.396065,12.34343151
DSCF,50.38948526,12.34720972
DZA,50.36229597,12.36383978
DZAG,50.35709232,12.35932481
DADG,50.31805043,12.26310754
DXSB,50.98111615,14.27909133
UNMG,51.16719199,11.80587332
UTEG,51.13704889,12.00457005
UWMB,50.98067105,11.31382235
UNOH,50.9700376,11.26781405
UOGR,50.95552693,11.27074756
UHF,50.94218776,11.2758949
ULE,50.92691596,11.2882487
UHET,50.9127882,11.29815172
UBBZ,50.90044789,11.28008295
UBB,50.89599871,11.28145365
UMU,50.87017996,11.25472713
UTA,50.86244999,11.24714233
UKD,50.85642966,11.20328357
UEFF,50.49693812,11.65810417
UUTL,50.46969587,11.62458789
ULB,50.45209163,11.64204207
UHNO,50.42914312,11.67484837
UH,50.41851393,11.68561373
UBN,50.40136702,11.69819057
UFO,50.77130793,11.54003332
ULAW,50.74196651,11.57972379
ULAO,50.73071209,11.59246752
UPSU,50.7005132,11.60687394
ULEU,50.56484212,11.44776724
ULIT,50.52435318,11.4815685
UHAS,50.51120762,11.51828999
UZM,50.50069763,11.53397784
UWCH,50.46615138,11.54306835
URTG,50.6845502,11.16165684
UBET,50.65959217,11.16890514
USCG,50.64280167,11.18102899
USDF,50.62739146,11.15534248
UOFM,50.60363541,11.13376924
UMEL,50.60326407,11.11027696
UMEU,50.58136099,11.07915281
UKH,50.56094517,11.06103328
ULIH,50.59171012,11.13241305
UOW,50.57920049,11.13567946
UCF,50.57185549,11.13186344
UMT,50.73324397,10.88101755
UGBG,50.71558845,10.85721794
UELG,50.70597048,10.85000019
UIR,50.6972874,10.8890315
UIP,50.69475017,10.92273385
UI,50.68422747,10.922673
UIBG,50.68255954,10.92104048
UGOG,50.93737775,10.70166049
UGDG,50.75505979,10.82438285
UZLW,50.6585452,10.64947596
UBH,50.65697804,10.60209379
UVU,50.66709298,10.55896952
USTH,50.69319374,10.55815534
UACH,50.70076216,10.54397664
USMS,50.71603373,10.46397716
USM,50.72018728,10.43983062
UAE,50.71969578,10.41657827
UMSK,50.71768576,10.39956058
UNSK,50.71667475,10.37582068
UHOS,50.92339331,10.57788545
UWN,50.90126116,10.56362282
UWNS,50.88376777,10.57594013
URN,50.86352346,10.56270603
UFR,50.86208333,10.57663233
FHRG,50.89019795,9.99297683
FHBH,50.85354226,9.95615979
UTHG,50.5035905,10.62099476
UHDF,50.48127736,11.58633787
FESG,51.18724679,9.9935229
UWMT,50.98813224,11.31164421
UKOH,50.9841772,11.30870025
UGTA,51.08969072,10.73354209
UNAE,51.09581466,10.69627196
UEX,51.04318919,10.94676042
UWIT,51.0518052,10.88886998
UDW,51.07235302,10.85037784
UDST,51.08486036,10.81333413
USFG,51.17204096,10.99031019
UGHG,51.1049131,11.65001295
UUF,51.49632243,10.97284839
URTS,51.50886334,10.95561853
UNRO,51.1673288,11.78024547
UKJ,51.18026997,11.78122005
UFB,51.20633562,11.769684
UBGS,51.20832502,11.73856902
ULCH,51.22217898,11.67820055
UKI,51.24472767,11.66266985
UKFP,51.27365533,11.65451502
UKF,51.28280246,11.65385068
URDN,51.29778593,11.60259613
UVZ,51.29880217,11.59156553
UNE,51.28346499,11.57004834
UNEG,51.27949158,11.56854077
UATG,51.35772869,11.30353789
UD,51.36570605,10.47276669
WLOG,52.90116267,13.18405655
WBER,52.93658945,13.26072175
WZE,52.97943931,13.31745181
WZEN,53.00570859,13.34561321
WVOG,53.03765261,13.38563233
WHAM,53.07063117,13.43623148
WT,53.11217463,13.49112026
WTV,53.11724059,13.50932062
WNW,52.83074503,13.92892786
WFBG,52.80814997,13.95981454
WDRW,52.79210216,13.99738354
WFW,52.79011985,14.03548893
BART,52.76342578,14.08222662
BWRZ,52.71574942,14.1403302
BNTB,52.67635143,14.23700832
BSIZ,52.65858124,14.29294915
BLTS,52.63277769,14.3474718
WSI,52.89361647,13.83186654
WGOL,52.91401427,13.82690474
WAHU,52.95751083,13.78360995
WWLS,52.96397935,13.75498948
WJT,52.9803656,13.7494913
WMUE,53.05158861,14.0417485
WPIN,53.06548589,14.0893044
WPIO,53.06818206,14.10458051
WNI,53.07666999,14.14675577
WSCH,53.08220941,14.1860231
WSCW,53.07219753,14.25910823
WSCT,53.06833848,14.27164348
WSC,53.06292048,14.29086907
WTO,53.63463347,14.00849044
WEGS,53.68188993,14.07301005
WHP,53.7063813,14.07614081
WUM,53.73046512,14.05850697
WUMH,53.73675687,14.05236954
WZSG,53.96724217,13.5594741
WPAS,54.37372243,13.48048195
WPUG,54.36218894,13.48266704
WPRA,54.44503619,13.56396486
WPRO,54.42908892,13.57525494
WBI,54.40491679,13.60028278
WVEG,54.27909577,12.78752602
WDH,53.60021039,14.05916134
WUK,53.56391168,14.06871167
WKDW,53.51388013,14.04782961
LRNG,51.46017903,11.67229251
LMGB,51.33718512,11.98949053
LMGS,51.32887621,11.98087821
LBEN,51.3227898,11.96251285
LFA,51.30975207,11.93774368
LBSO,51.29003986,11.90328013
LBS,51.28874711,11.88458818
LKRP,51.28940004,11.85495861
LMCZ,51.30387807,11.81369654
LMCH,51.30775705,11.80423857
LLGS,51.34719341,11.75574088
LNDG,51.3577827,11.66070988
LQ,51.38693596,11.60379614
LLU,51.33005533,12.01617803
YLLAL,51.3545016,12.05222159
LSKL,51.24447119,12.01190211
LDLZ,51.23229474,12.02998889
LP,51.21916947,12.06509604
LWBU,51.1793496,12.06655737
LZZG,51.05703373,12.13967839
LBOG,51.19734957,12.38145696
LESG,51.19687082,12.44789898
LBEO,51.31863704,12.58026414
LBRG,51.31909698,12.58155653
LBRZ,51.45993187,13.23731229
LPTG,51.83700859,12.62829091
LEGG,51.46928914,12.67233692
LEGO,51.46315246,12.66692489
LKZU,51.69117406,11.76627559
LTRB,51.70505483,11.76309639
LBBZ,51.7240405,11.76362365
LBGS,51.81987606,11.7175081
LBGZ,51.82698177,11.73137926
LNB,51.83858222,11.76184892
LCBW,51.90525109,11.75800903
LKTG,51.75877204,11.98495209
LDWG,51.8437935,12.23754636
LHAR,51.88553743,11.06890026
LHBO,51.88503717,11.06545449
LHBS,51.88259888,11.04858543
LLAG,51.86075084,10.97936278
LBOK,51.81953637,10.99593536
LBK,51.79559798,10.96116894
LBZV,52.15440861,11.72773754
LMOF,52.53839536,12.85776333
LMOG,52.53795138,12.85765009
LBK N,51.80551987,10.95164879
LHBG,52.29754603,11.36585281
LSV,52.5954587,11.87125448
LBIF,52.58419939,11.89869931
LMI,52.56335853,11.93670173
LTMW,52.54754224,11.96047825
LTM,52.54568136,11.96992155
LSFD,52.61481319,11.72866902
LKD H,52.6349347,11.66075074
LKD,52.64078561,11.64879122
LHWU,52.6673119,11.5953988
LMF,52.70989624,11.54662778
LBRP,52.75128183,11.48448712
LFL,52.79080026,11.3786323
LRAD,52.81304887,11.32307382
LPRZ,52.83636931,11.26470683
LSW,52.85823274,11.16162899
HSCG,52.86905111,10.89035954
HSDK,52.87421381,10.76135613
HSTF,52.90738315,10.59267404
HVR,52.94776706,10.54023118
LRIG,52.85225869,11.20417387
LKUG,52.95015073,11.73298484
WHOR,53.90688711,11.53533974
WKAR,53.92561726,11.57818307
WSNB,53.94218169,11.59613107
WHK,53.96003938,11.61478322
WTOW,53.9941972,11.63760786
WNB,54.03081036,11.67770721
WSAN,54.05278988,11.74082864
WKR,54.06909228,11.79162882
WRDL,54.08525989,11.84950191
WDO,54.09950502,11.90680685
WAH,54.0905068,11.92208726
WPA,54.08129104,11.9790386
WGS,54.07692408,12.04706082
WRTF,54.07789539,12.09983655
WPWO,53.79638004,12.24485518
WMD,53.82916441,12.32522938
WHLG,53.4096458,11.20604988
WRGT,54.07349306,12.21300022
WBTF,54.07894198,12.26306284
WGLI,54.07344483,12.33863073
WSTZ,54.07509411,12.37593642
WTIW,54.03442873,12.44212944
WTI,54.03202562,12.46158689
WSG,53.64388999,11.40156684
WSL,53.6567382,11.36915218
WSMH,53.65854004,11.36094008
WSWZ,53.66170904,11.34548964
WGB,53.65310723,11.25139434
WLTW,53.65598622,11.18031911
WGA,53.70401455,11.12149919
WHOL,53.73471566,11.065755
WRA,53.77416828,11.04965192
WWST,53.5846448,11.39754357
WSH,53.57602847,11.42868957
WSBU,53.57401888,11.43594203
WCOR,53.57046745,11.44876019
WPLM,53.55322764,11.50687578
WSU,53.55483659,11.55953344
WCZ,53.57252595,11.64484819
WRU,53.54505295,11.71123057
WFRR,53.5248118,11.73907244
WDS,53.48540333,11.76583845
WZL,53.47072747,11.78397054
WGLS,53.3464954,11.53410585
WNG,53.37753783,11.59363291
WDT,53.40206989,11.6788257
WSPO,53.41235227,11.71099504
WPM,53.43042486,11.83118156
WPMG,53.43465402,11.8401679
WWRG,53.5300404,12.65185718
WDLG,53.76837776,11.72156699
WNSG,52.85748139,12.44394958
WBOG,53.14230427,12.17757689
WPR,53.14576442,12.18449471
WPIG,53.79335879,12.23639339
WWSN,53.02552635,11.78745953
WPB,53.07069728,11.85033385
WRO,53.0819737,11.91401338
WGP,53.12301764,12.04738515
WBRG,53.14796687,12.22219588
WAKR,53.14767876,12.27212627
WHEG,53.1496741,12.34036211
WLBT,53.15127087,12.39308713
WNZG,53.33761092,13.05530066
WHH,54.1948186,12.22638176
WGSN,54.21062829,12.22415514
WGMS,54.24185061,12.22758257
WGMW,54.24588837,12.23692542
WGM,54.24891016,12.24562814
WRPG,54.13367956,12.2197187
WSZG,54.49032534,13.57718895
WMW,54.50239382,13.55353616
WM  E,54.49099772,13.57909185
HBBG,52.55341214,7.94139351
HMEG,52.70020353,7.29287887
FFO Z,50.1158,8.69841
FFLUB,50.0511,8.57153
FOR B,50.2291,9.34779
FWBK,50.2543,9.29542
FAFK,50.2518,9.31785
MBFG,48.3528,13.3111
BJW D,51.8624,14.4987
WML,53.2129,11.326
WGLN,53.3824,12.2477
WOBO,53.9892,11.2012
WAS,53.512,12.3546
WSP O,53.5525,13.3671
PQKEL,49.0109,8.35997
PQKEB,48.9945,8.39539
PQKRO,49.0142,8.44232
PQKKK,49.0056,8.36814
PQKT,48.9961,8.40907
PQKWP,49.0056,8.37718
PQKEW,49.0093,8.43184
PQKWE,48.9951,8.38626
PQKLP,49.0129,8.35484
PQKAU,49.024,8.37569
PQKKU,49.0301,8.37623
PQKNN,49.0446,8.37341
RKNEB,49.0471,8.3789
PQRMB,48.959,8.28413
PQWHH,51.253,7.14404
DKT K,51.1196,13.7869
PQWBI,51.2797,7.11275
PQWBS,51.2768,7.11434
PQWOB,51.2605,7.12604
PQWSS,51.2297,7.1454
PQWU,51.2457,7.14997
PQWUH,51.2408,7.1484
PQKW,49.0008,8.41066
PQRMA,48.9564,8.28575
PQKMT,49.002,8.39418
PQRMO,48.9618,8.2977
PQRAB,48.8604,8.21461
PQBBB,48.79,8.18955
RKDS,48.984,8.4036
PQRMM,48.9531,8.29095
PQKKO,48.9974,8.39367
PQSBR,49.0731,8.46707
RKEG,49.0335,8.33838
PQSSR,49.1125,8.50489
RKDG,49.0072,8.42406
PQKSI,49.0104,8.37985
WPSWD,53.8325,11.2836
PQKHK,49.0135,8.43109
PQKHW,49.0175,8.4395
RKDUU,49.0021,8.45454
PQKKF,49.0083,8.41008
PQKHD,49.0249,8.44987
PQKLE,49.0043,8.38464
PQKDN,48.9891,8.33309
PQKEC,49.0052,8.34999
RKDW,49.0043,8.44208
PQKV,49.0038,8.40405
PQKSM,49.0152,8.37469
PQRMR,48.9677,8.30498
PQRMN,48.9663,8.30306
RKIH,49.0311,8.34151
PQKDM,48.999,8.3414
PQWKP,51.2447,7.14399
PQKKW,49.0114,8.42343
PQKRN,49.0209,8.44501
PQKMF,49.0079,8.36366
PQKSO,49.0077,8.37931
PQKY,49.011,8.37521
PQKDD,48.9931,8.33561
PQWO,51.2301,7.13421
PQWKT,51.2366,7.1496
PQWJ,51.2394,7.15271
PQSBL,49.0681,8.47336
PQSBI,49.0649,8.47136
RKEP,49.0114,8.36474
PQKK,49.0045,8.39448
