ds100,lat,lon
SEG,49.80192717,6.68590952
KZU,50.65733932,6.81322634
KSTZ,50.63379809,6.81071812
KKRW,50.61303432,6.79602268
KARL,50.59780349,6.78698916
KIV,50.58306719,6.76914822
KMUE,50.55893777,6.76438822
KGEG,50.54201722,6.55748341
KKDZ,50.94088727,6.97450831
KKSA,50.92731038,6.9383519
KKBT,50.91583715,6.9583792
KSBR,50.91848965,6.97923439
KKE,50.90517499,6.92916248
KKBM,50.92043405,6.94352209
KBEC,50.73574673,7.06240785
KBHH,50.7218388,7.0526361
KBD,50.71639554,7.04144063
KALI,50.71139888,7.0201634
KWIS,50.68966675,7.02613964
KKOF,50.66239467,7.02266069
KMCP,50.64406599,7.02724097
KMCM,50.63425961,7.02377131
KMCK,50.62744041,7.01468878
KRBL,50.62826736,6.96783047
KRBA,50.62923714,6.94785934
KODR,50.64011594,6.90391456
KODE,50.65090874,6.88089871
KKUH,50.6554671,6.83364095
KKM,50.95770103,7.01303366
KKMN,50.97565368,7.01579094
KBKS,50.98209195,7.00761179
KLMI,51.03146625,6.99172925
KLK,51.04500654,6.98836655
KLA,51.09864436,6.94094202
KDBE,51.16236903,6.8789673
KDFF,51.29155282,6.78692603
EEDL,51.48795139,6.92284292
EEAL,51.48428713,7.00714551
EEKB,51.49370558,7.04726187
ECA,51.57367627,7.30458947
EDOZ,51.52255986,7.49363038
EDSH,51.53849765,7.53689298
EDKU,51.55700077,7.5853415
EKME,51.56721357,7.61254991
EKAM,51.5851576,7.66097795
ENOBU,51.61379665,7.73717414
ENOB,51.61556035,7.74184019
ESMG,51.63705674,7.77372445
KKGU,50.93719676,6.99337698
KFNW,50.92136434,7.02664365
KPRH,50.88190328,7.06521389
KPW,50.85811321,7.07921322
KSPI,50.82691441,7.11453683
KSIB,50.79415707,7.20261177
KHEN,50.77316294,7.28564902
KHES,50.77318668,7.31253665
KBLB,50.76846507,7.34834594
KMES,50.77047215,7.3855931
KEIT,50.77361143,7.4472153
KHEC,50.77118449,7.52136814
KDAT,50.80920009,7.54615222
KSLA,50.80700644,7.5922229
KROS,50.79675565,7.60871159
KAU,50.77375398,7.65662516
EEZB,50.78135389,7.68695722
EEZK,50.78127966,7.6886566
EKAU,50.78004586,7.72195434
EWIN,50.78282046,7.73965767
ENDV,50.78628753,7.7884934
ESCF,50.79187153,7.83675877
EBZ,50.78901044,7.87062136
EGNH,50.78178933,7.89067788
EGNO,50.77732461,7.90215475
ESAS,50.77148109,7.9154934
EKSO,50.77637749,7.93504069
EHF,50.77873625,7.95419118
ESTU,50.78135496,7.97392525
EASE,50.78389924,7.992503
ENK,50.78467043,8.0060793
EZE,50.78047496,8.02808821
EWID,50.77604889,8.04164084
EWAL,50.75791577,8.05403311
EBUR,50.74895932,8.07763036
EWGT,50.75690948,8.12665251
EWGD,50.76005839,8.14179028
EHOZ,50.73936581,8.13543269
EMMB,50.73460965,8.13185003
ENID,50.72121104,8.13620303
FADD,50.74398936,8.18526456
FHGO,50.74111045,8.20186179
FHG,50.74122516,8.22054596
FSN,50.74893074,8.25265112
FDIL,50.73494193,8.29454027
FNDS,50.71763515,8.30321212
FBUN,50.70043931,8.30740353
FHRB,50.68450326,8.30803451
FSI,50.64949786,8.32514457
FEDI,50.63180437,8.32352297
FKFT,50.61609724,8.34241948
FEHR,50.59504017,8.38384266
FWDF,50.59247028,8.41548353
FAL,50.58889699,8.46197404
FWR,50.56569403,8.50393207
FDTH,50.56419862,8.59933222
FG,50.57908595,8.66309469
YKKNR,50.98314197,7.01807029
KKD,50.94022054,6.98791625
KPH,50.9165971,7.07556974
KPHN,50.91321496,7.1041485
KPK,50.90593417,7.13507481
KRST,50.89872444,7.15892716
KROE,50.9013432,7.18267766
KHOF,50.91127329,7.19655114
KHOR,50.91056046,7.25426499
KOV,50.93271198,7.28877086
KSIW,50.79466052,7.21284767
KENL,50.98670981,7.40766095
KRUN,50.9953049,7.46538308
KOSB,50.99012389,7.48970631
KDIW,50.98358318,7.52686286
KDI,50.9853466,7.54220268
KKDT,50.94072427,6.97483817
KHOS,50.97292804,7.02264039
KKH,50.97594411,7.03961984
KKDB,50.9814317,7.07006857
KDUK,50.98478367,7.10352382
KBGG,50.99167396,7.12515127
KG,50.90025052,7.04639093
KVI,50.92465017,7.02129847
KKDZB,50.94127037,6.97461554
KKZO,50.94468729,6.99412483
KKBH,50.95346885,7.00431351
KKSH,50.99000798,7.00193974
KBAY,51.01138675,6.99660962
KLMH,51.03143925,6.99145477
KLKS,51.03734947,6.98994804
KLKH,51.04578361,6.98802505
KLRH,51.06424414,6.96348323
KLAB,51.1175212,6.92370844
KDHL,51.13320892,6.90802497
KDGA,51.14312975,6.89815812
KDRH,51.18126376,6.86044393
KDES,51.1979144,6.83621344
KHCH,51.25128981,6.79333203
KDU,51.27681616,6.78857806
KDFFH,51.29155789,6.78659912
KKAM,51.30555685,6.78505865
KANM,51.33090562,6.78184141
EDRM,51.34633725,6.77989086
EDBU,51.38279211,6.77544597
EDSL,51.4024805,6.7730203
KHIS,51.16367303,6.93750151
KSV,51.1666792,6.99239713
KSO,51.16076613,7.00443997
KOPL,51.06611917,7.00919613
KSGR,51.16380969,7.07913911
KSM,51.16569506,7.08868191
KSS,51.16317611,7.12814864
KRG,51.16917191,7.1630728
FWRT,50.56616021,7.52124735
FMT,50.44471375,7.82521873
FLIS,50.38245181,8.09610379
FLHH,50.36696311,8.12074142
FIDS,50.19111153,8.26281464
FBRM,50.07260202,8.37221626
FCX,50.02829828,8.47163636
FMOH,50.02926917,8.49764878
FFLF,50.05307062,8.56966561
FFK,50.05346686,8.60176271
KPHF,50.91660787,7.06338883
KFKB,50.8788914,7.11921735
KKFS,50.91539794,7.05108081
KWR,51.26855931,7.23714721
KWRO,51.22622723,7.21544708
KRLA,51.22168608,7.24064534
KRLU,51.21700705,7.24242423
KRL,51.19081482,7.25280376
KWL,51.27925825,7.24404371
KR,51.17721635,7.19955373
KRB,51.16744596,7.20625602
KDOP,51.25139365,7.0604081
EWAP,51.26785107,7.07198164
EVLR,51.30008862,7.10163136
ENV,51.31464253,7.08698316
ELBG,51.35444433,7.122156
ENIR,51.3722217,7.13427144
EEKU,51.39065968,7.08037289
KGUI,51.21450394,7.01118106
KHAN,51.1883553,6.9978881
KLEL,51.10740552,7.00528393
KLS,51.03186396,7.01511914
EHGK,51.40352563,7.48876735
EHGH,51.38128243,7.52021224
EBST,51.3575551,7.55546149
EHOG,51.34883683,7.57166015
ELE,51.36270918,7.61800086
ENCH,51.34283859,7.63372886
EALN,51.30187651,7.66876804
EMKE,51.26860284,7.70275366
EWHL,51.25947407,7.7578933
EPLT,51.23190123,7.8687477
EMKS,51.22504628,7.90114964
EROE,51.21740197,7.95262248
EFP,51.17327254,7.9647184
EGVB,51.14173589,8.01776232
EMEG,51.12252068,8.06547823
EA,51.10480916,8.07175637
EKHU,51.08617422,8.07812738
EWSE,51.04204943,8.00370329
ELTF,51.00712303,7.98709744
EEHS,50.97394862,7.9778258
EKT,50.95601938,7.99179966
EHTG,50.91559109,8.01429437
ENHA,50.90588546,8.01905034
ESW,50.8959418,8.02974671
ESIG,50.87659166,8.04619217
ESIS,50.86676828,8.06739825
ENDI,50.85377501,8.09669947
ERUD,50.83921119,8.14391589
FDBT,50.80218733,8.20348235
FRB,50.77443146,8.20513053
EWET,51.3863991,7.38591604
EWIA,51.44797581,7.37626736
EDKR,51.45816921,7.41499825
EDKA,51.45908876,7.41827957
EDBA,51.47713224,7.43140243
EHGW,51.35359793,7.45275583
EHGO,51.35102868,7.47880574
EHGD,51.34419859,7.50784456
EDHL,51.30333866,7.52781884
EROL,51.27777007,7.52832604
EDAK,51.25218421,7.51706702
ESMU,51.24076087,7.5320273
EBRU,51.20770438,7.57196261
EKIE,51.13077721,7.61629184
EMZH,51.10809159,7.63380376
KMAH,51.08070158,7.53169634
KGU,51.0233371,7.56638147
EHGG,51.37519633,7.45940629
EEIN,51.39318124,7.45400043
ELS,51.22075733,7.62930139
ESER,51.10084647,7.67349909
EKRU,51.08011684,7.75560518
EGVG,51.33968822,7.40722739
ERWH,51.40466374,7.45713561
EHGS,51.4122941,7.46666308
EIL,51.37311756,7.69187026
EILH,51.39970222,7.69214613
EKAL,51.42496012,7.67240666
EHNE,51.43710644,7.6473393
ERWK,51.43718754,7.64381886
EERG,51.42472656,7.57750554
EHOY,51.41428702,7.48928689
ELED,51.36550429,7.64453343
EMED,51.43524304,7.79223455
EKM,51.44696384,7.77914447
EBSP,51.45823518,7.77428339
EARE,51.48135345,7.72721786
EFRM,51.49919302,7.73588402
EIPU,51.53000604,7.72748442
EVWU,51.53484194,7.72236929
EMEU,51.428145,7.80789583
EHOK,51.42550333,7.81129007
ELSN,51.41071909,7.82615713
EKLU,51.38437018,7.85096063
EBIN,51.37214665,7.85941385
EVOK,51.35881873,7.87234626
ESCI,51.35350575,7.87877155
EHTN,51.34115978,7.87189856
EBAV,51.33244212,7.86277913
EGAR,51.3212969,7.83981888
EKNT,51.29355397,7.81565705
ENRA,51.28489141,7.79458351
EDBS,51.36728444,8.45292001
EBIG,51.35828444,8.47529935
EVWW,51.34455712,8.48697813
EMHI,51.33432747,8.48670512
ESIH,51.25825362,8.47381216
ESIL,51.22339498,8.48113878
EWTB,51.19846057,8.53234114
FAVI,51.0282635,8.69285769
FHAN,51.03503254,8.72659636
FRDD,51.04489765,8.75821855
EHEG,51.15356014,7.96326731
EAT,51.12469044,7.9086898
EKRG,51.10903443,7.87353038
ELIS,51.10864372,7.84971254
EHOH,51.08992925,7.85513201
ESON,51.07290189,7.84250597
EEHG,51.05832671,7.83702285
EOLP,51.02873279,7.84094806
EFER,50.95949634,8.0089537
EKRD,50.96326047,8.04273964
EDAB,50.97047635,8.05379488
EHIL,50.97280866,8.07141759
ESKA,50.97767309,8.0915943
EHIB,50.992134,8.10687527
EVRO,50.98970901,8.12742603
EVRD,50.98036607,8.14322485
ELUZ,50.96698382,8.17388318
EEKW,50.97700745,8.22514336
EEWK,50.9823915,8.23566789
EEK,50.99084879,8.25512249
ESCA,50.99777075,8.29262535
ELEI,50.99051202,8.31250255
EOBW,50.9524991,8.2995813
EFEU,50.94084713,8.32936176
ELSP,50.92927551,8.42047479
ENL,50.92424509,8.44209049
FWAA,50.92073691,8.46781017
FWA,50.92284137,8.46986231
FBIZ,50.91478069,8.51860499
FBIK,50.90925145,8.52985212
FWUE,50.86817537,8.55096835
FFRD,50.85743074,8.56099163
FBNU,50.87047029,8.60148087
FCLD,50.85295499,8.6702129
FSZH,50.86155521,8.7086323
FGOF,50.86834203,8.73840823
FLSR,50.87112931,8.75570108
FSR,50.87252564,8.76877508
FCOE,50.84814848,8.78724555
EBKB,51.02125817,8.25251962
EAWN,51.05177411,8.29003615
EVWE,51.03558126,8.33270965
EBGA,51.03294699,8.34992536
ERMA,51.03401607,8.36819833
EBLB,51.05163223,8.39425358
FBTG,51.02194581,8.63913516
FBAF,51.02310204,8.65845631
FALD,51.02575259,8.67646158
ESIE,50.87566739,8.01581731
EEFD,50.84700577,7.98639416
ENDO,50.84419742,7.97068772
ENDN,50.83904943,7.96537234
EMUD,50.82745044,7.9516494
EBRB,50.82199676,7.94142295
EFBU,50.81603493,7.89604297
EKIR,50.80678854,7.88018032
EHRB,51.65830776,7.79485697
EFMK,51.69760984,7.78781516
EGAB,51.65632897,7.81488281
EBOR,51.59835553,8.03133864
EWVA,51.61539481,7.9648131
EWVE,51.61632613,7.95610588
ERHY,51.64392878,7.87557019
EBCK,51.70479952,7.77447461
EMES,51.76206296,7.73736059
EDRS,51.79914909,7.73356396
ERIK,51.84436827,7.68933594
EHIT,51.90460525,7.65430886
ESPR,52.04148465,7.61995926
EGRV,52.08997768,7.59931472
ERFE,52.13382038,7.56458625
EEDA,52.15467114,7.54848373
EEDT,52.1767301,7.53147037
HMSU,52.22311761,7.48555734
HSAL,52.32301213,7.35077863
HEM,52.38140606,7.31505106
HLED,52.39761564,7.30588303
HHKF,52.47277527,7.3129531
HFAS,52.49015236,7.30314723
HLIG,52.51985751,7.32168293
HLIS,52.54104217,7.33198045
HHOH,52.55304979,7.32675403
HGEE,52.59807883,7.312243
HMEP,52.69604009,7.2978917
HRWA,52.75658612,7.28917155
HHAR,52.78515546,7.30140828
HLAT,52.8607296,7.32243569
HDPH,52.95901356,7.35319943
HDOP,52.9695416,7.35433229
HLE,53.01312105,7.34516936
HASD,53.05216694,7.33704214
HPAP,53.08966428,7.3866412
HNM,53.27819954,7.45501672
HODU,53.33192555,7.33860613
EBEO,51.5980336,7.75725985
EAU,51.61411804,7.76822174
EUNW,51.53888073,7.67635032
EQLK,51.99427775,8.47575081
EQL,52.00035959,8.46101024
ESBS,52.01080982,8.43771437
ESTG,52.01741316,8.4208979
EKUE,52.0375215,8.38261395
EHAL,52.05705136,8.35832708
EHWS,52.06163525,8.34369378
EHLN,52.06878503,8.30972095
EBHS,52.08505887,8.26692787
EWBH,52.09714698,8.23204783
HDBR,52.11195421,8.18501935
HHRG,52.25472635,8.01808848
EPDK,51.71620266,8.76142068
EPDN,51.72804458,8.75889298
EPDW,51.73285121,8.74927334
ESNH,51.73822846,8.7311655
ESNS,51.74926999,8.72079643
ESEL,51.77005975,8.7138475
EHOV,51.82366688,8.66199821
EHVR,51.86669984,8.6413779
ESHO,51.90868884,8.61039924
ESES,51.94044682,8.56775543
EWIL,51.95543902,8.53413477
EBIS,51.96499286,8.52043052
EBWS,51.97350342,8.50925902
EPDG,51.70726415,8.7240276
EGG,51.41271791,8.60687493
EBRS,51.39931246,8.57541608
EPNG,51.73148604,8.755139
EANN,51.63486416,8.53467915
EDYK,51.6241036,8.51738891
HBUK,51.73309004,8.95036997
HWBD,51.62156895,9.01210244
HBNB,51.5577172,9.05002407
HAAT,51.77006588,8.95851397
HAAK,51.76292369,8.95180944
FVA,51.40806767,9.11748337
FKWB,51.39694425,9.07120321
FTWS,51.38978332,9.05914803
FAR,51.38170162,8.99785449
FMGH,51.36022085,8.98970486
FTW,51.3362945,8.96399437
FKOB,51.27859577,8.87333763
FKBS,51.26974209,8.87914197
FTHA,51.21724864,8.89488018
FHZN,51.18363324,8.889328
FSLM,51.15658282,8.89959676
FEDN,51.129173,8.87120032
FVI,51.10064028,8.83296745
FFRG,51.0653302,8.79976631
FFRK,51.05450791,8.7892753
FBBH,51.02292044,8.7451558
FWIF,51.00731587,8.74922644
FERH,50.97926394,8.7314977
FMHN,50.96367781,8.71745213
FSMH,50.94155129,8.70397655
FWT,50.90374602,8.72918317
HBDG,51.73030447,9.03077006
HHER,51.71597786,9.08927594
HBKL,51.71169919,9.18130401
HBKH,51.71214841,9.18315057
HOTT,51.71109,9.30540704
HGOH,51.73489112,9.35675259
HHXR,51.77252813,9.38188611
HHX,51.77720983,9.39499743
HLN,51.79082712,9.42703387
HWEH,51.70975192,9.38225343
HLFO,51.65809284,9.39269149
HKRF,51.64611224,9.44601153
HUS,51.65452785,9.65581839
HVOP,51.66096004,9.73890877
HHRD,51.65892884,9.82651142
EBSU,52.08153146,8.74055151
ESHM,52.06946085,8.75518695
ESHMA,52.06534947,8.75738201
ESYL,52.02683427,8.7654967
ELAG,51.99166596,8.80122353
ENHG,51.95912382,8.81668957
EDTM,51.94061408,8.87322063
ERMH,51.91276578,8.90698506
EHBM,51.88184593,8.95490183
ELEO,51.84449808,8.97112384
EKSP,51.82516981,8.97667116
ESDB,51.81833766,8.98703436
HHIS,52.15832222,8.66818268
HBDE,52.20188841,8.57300751
HROE,52.23926255,8.51687323
HNMU,52.2635052,8.5210247
HHZH,52.28913517,8.54594455
HLBB,52.30635873,8.60569638
HBES,52.33096753,8.61003368
HEKP,52.37916886,8.61320844
HRAH,52.4337022,8.62370831
HBAG,52.63149935,8.77732585
EHOM,52.01260212,8.84504916
ELGG,52.02134126,8.88644295
EELB,51.98127746,8.74122604
EHEP,51.97741872,8.71522181
EOER,51.97873245,8.66607905
EUBD,51.98838162,8.63783531
EHIG,52.00041362,8.61153222
EOLT,52.01028253,8.59076303
ESEK,52.01819272,8.57135855
EBIO,52.02391884,8.5593962
HVBK,52.22132115,8.87176937
HOYG,52.20696884,8.81548346
HGOF,52.20023583,8.75957137
EBRA,52.06965427,8.60477672
EIAW,51.94000273,8.43815571
EAHLH,51.76146979,7.89613914
EHE,51.69818346,7.81749549
HKLG,52.19672177,8.64394932
HBDS,52.1961534,8.5268934
HBUE,52.2043641,8.44921938
HMEL,52.2093509,8.34330211
HEHD,52.21736685,8.31654483
HWTH,52.23632243,8.27857486
HWIS,52.25850396,8.20422445
HLRI,52.26610047,8.1152203
HOHT,52.28089612,8.04587433
HLOT,52.29134754,7.92833275
HVEP,52.2678109,7.86547056
HLGG,52.26469821,7.78141602
HI,52.27684955,7.72145947
HESH,52.29977393,7.65576876
HHTL,52.29565479,7.5917046
KBOD,50.55624084,7.21720727
KHEH,50.54734991,7.17567933
KNEB,50.54759853,7.14430085
KAH,50.54638844,7.10694433
KAHM,50.54396364,7.09373486
KWAP,50.53254745,7.07835556
KDEA,50.52982189,7.04174556
KREC,50.51536412,7.03650619
KMAY,50.51730139,7.02057461
KALT,50.5156428,6.98968365
KKRZ,50.50642751,6.97850824
KBRU,50.48983879,6.97251666
KMIE,50.40407782,7.40761794
KPL,50.39520978,7.39360959
KKRF,50.39063735,7.33867821
KNME,50.3696986,7.29063048
KTH,50.35873951,7.27723093
KKOH,50.34886941,7.24888819
KMYS,50.33352115,7.25178796
KMYO,50.32966285,7.23886006
KMYM,50.3326903,7.21519374
KMYW,50.3283051,7.21383633
SML,50.29638062,7.1530094
SURM,50.25622103,7.13124308
SKAI,50.232006,7.12940585
SKAG,50.22825231,7.12246936
SGRG,50.2251866,6.67756151
KKOM,50.35446363,7.56797639
SKOW,50.34907642,7.56014802
SGS,50.34036061,7.54905993
SWI,50.31575675,7.52340163
SKG,50.30056202,7.4606048
SLE,50.284799,7.45519676
SKTS,50.25427063,7.43916465
SLF,50.23074082,7.44365664
SHZ,50.22774996,7.41390951
SMK,50.19563138,7.37142509
SMD,50.18493917,7.34075936
STK,50.18004888,7.29971258
SPOM,50.1692864,7.26981975
SKT,50.16528699,7.20319615
SCOC,50.15308115,7.16686657
SEE,50.1039723,7.13920848
SNF,50.09068086,7.13923133
SBY,50.05376893,7.13466603
SPDR,50.03714667,7.112367
SBG,50.01040773,7.0579671
SUG,49.995998,7.00495876
SWIH,49.97308094,6.9435464
SSMR,49.9297003,6.85964021
SSMT,49.92185575,6.8398807
SSE,49.90690481,6.82350708
SHR,49.87809662,6.79838276
SFOE,49.85750427,6.76776555
SSWE,49.83112333,6.74029597
SQI,49.82600889,6.7046374
SEGO,49.80935343,6.68829489
STMW,49.78526166,6.68031411
SPF,49.7807304,6.68262381
STR,49.75683136,6.6522288
STRS,49.74463343,6.63660324
SKU,49.71037761,6.59676954
SKU M,49.70403118,6.58181457
SKU W,49.70029676,6.57379992
SWAS,49.70848045,6.53714066
SOG,49.71022374,6.51257233
STS,49.68849579,6.46245812
SWN,49.67266508,6.44141666
SNI,49.65449576,6.44101264
SWIN,49.60898102,6.40715153
SWE,49.5862319,6.37692731
SPZ,49.56548691,6.370965
SNE,49.53871544,6.37582084
SNEC,49.53108987,6.37412504
SBS,49.50722277,6.3721828
SPE,49.47314651,6.36929673
SXPE,49.46897431,6.36962892
KRHB,50.42536498,7.52464336
KURR,50.41832714,7.52798062
KKEK,50.41099986,7.53495869
KKES,50.39497973,7.55305751
KKOU,50.3857204,7.56875529
KEMM,50.15757946,7.56024354
KEHR,50.17577897,7.57150096
KFLH,50.19810624,7.57754607
KBZ,50.21076378,7.55463815
KBPS,50.23009635,7.5951492
SSWH,49.92757103,7.79422193
SST,49.94593674,7.76853061
SSTN,49.96318251,7.7325379
SELN,49.97812783,7.64161402
SSIP,49.98418198,7.55335926
SSIM,49.98176743,7.52634595
SKIR,49.9488596,7.40921271
SBBN,49.92165026,7.27224093
KHBR,50.33278009,7.59597872
KAKG,50.68023793,7.63002248
KAK,50.68483249,7.63941581
KOE,50.71986839,7.65950295
KKLM,50.73861891,7.66850869
KBRS,50.74792185,7.66338808
KHOG,50.76487751,7.64220144
KGEH,50.77152386,7.63872739
KLIG,50.57725581,7.26449397
SREI,50.02513757,7.11294456
SKV,49.98115034,7.11946432
STT,49.95168654,7.12155558
SKU N,49.70639369,6.56686057
SKU O,49.7093451,6.57061041
SKU B,49.70468663,6.5746511
SKK,49.70381913,6.57677063
SBIW,49.77918358,6.66748261
STRW,49.75200912,6.62359116
SEU,49.73214025,6.6018787
SIG,49.70736572,6.5508762
SXIG,49.71381393,6.50658505
SHBG,49.61062653,7.22854667
STM,49.58028748,7.11487938
SALG,49.54797367,7.46218824
SRCS,49.54305598,7.44680792
SRCH,49.54215025,7.44407835
SKUS,49.53829514,7.4110968
SOTW,49.40229882,7.16625596
SOTG,49.40513255,7.16740965
SDLA,49.35893262,6.7591443
SDFG,49.35305947,6.76835112
SDL,49.35248061,6.72219495
SDLO,49.34763172,6.73867832
SDLG,49.36002589,6.76251417
SXHE,49.33604995,6.5911283
SNID,49.34341172,6.5940621
SHEM,49.35409168,6.61550701
SSBG,49.36174879,6.66535399
SDHG,49.34667038,6.735961
SDLS,49.34086871,6.73775392
SDLR,49.34690525,6.74926674
SDZG,49.35514417,6.75134499
SSB,49.24206758,6.95659805
SSH,49.24124104,6.99100698
SSHI,49.24361929,6.94516485
SLU,49.24957372,6.90419653
SVL,49.24905685,6.84813343
SVLW,49.26709896,6.82726979
SBO,49.27593854,6.79271635
SEN,49.30303963,6.77613565
SSLV,49.32110206,6.77256119
SSLS,49.32776353,6.75014446
SDLK,49.36876607,6.7100962
SBE,49.38682056,6.6902382
SFF,49.41002898,6.64774859
SMZG,49.43642083,6.63415964
SMZM,49.44363182,6.63532032
SBES,49.47564802,6.60295083
SMT,49.49543091,6.59829952
SSLB,49.51643875,6.60751466
STB,49.55246224,6.60143369
SSER,49.5771413,6.56988457
SSAB,49.60620009,6.55690513
SSOF,49.63656644,6.58121757
SWIG,49.66276917,6.59051213
SKAZ,49.66953725,6.574033
SKZ,49.69527223,6.57313583
SKZK,49.70330122,6.58354207
SXSD,49.21405068,6.94411324
SSM,49.23180939,6.95324292
SFH,49.24615186,6.87882756
SSDM,49.23756691,6.96235993
SSMB,49.23472568,6.96134635
SSLM,49.2497221,6.97585439
SNHS,49.27562107,6.9960904
SFC,49.3047129,7.03115021
SBRE,49.31355113,7.04914158
SQS,49.32485892,7.05929719
SMER,49.35647498,7.06584772
SWR,49.36930087,7.07814515
SWRR,49.36956958,7.08570793
SSWL,49.36362474,7.12956771
SNKG,49.35179363,7.15173469
SNK,49.35364592,7.17640835
SSBA,49.24179781,6.96981156
SSO,49.23012201,7.01917161
SSU,49.22792344,7.04922424
SSD,49.24397527,7.05710106
SRE,49.25976479,7.07918167
SSI,49.27468096,7.11083772
SRO,49.2768036,7.15698363
SKI,49.28622786,7.22658713
SLB,49.31189944,7.27885726
SHO,49.32806223,7.33701788
SBA,49.21620262,7.02886859
SGDN,49.20760042,7.03002023
SGD,49.19781231,7.03072943
SBNN,49.18479162,7.03846271
SBN,49.17974283,7.03493355
SKB,49.15849521,7.03365514
SAM,49.14339809,7.04472464
SHN,49.11882132,7.05002006
SXHA,49.11194848,7.05729797
SSR,49.25326763,7.00270683
SDUW,49.27735583,7.0271557
SGN,49.37004309,7.05007596
SILG,49.3762877,7.04888764
SWU,49.39928959,7.03432986
SDIR,49.415369,7.01233384
SEP,49.408619,6.9671406
SBB,49.41073133,6.94873282
SLCH,49.40826128,6.90854748
SLCJ,49.4074647,6.89217266
SBUM,49.3852316,7.4439853
SHPT,49.40189096,7.49085842
SLD,49.41627681,7.56596216
SKIB,49.41930732,7.61275175
SEF,49.43096735,7.66215757
SVO,49.43860484,7.70603505
SKEN,49.44093143,7.73317979
SKL,49.43592863,7.76880179
SHY,49.44412193,7.90458664
RFST,49.438912,7.96979463
RWD,49.41756166,7.99451182
RNFS,49.39613942,8.02711283
RWDG,49.39042454,8.04179335
RNFL,49.38619906,8.04523613
RLBP,49.37324107,8.07438925
RLK,49.3701024,8.09711333
RNSL,49.35618672,8.11124817
RN,49.3495952,8.14034519
RNBO,49.35381043,8.15765261
RHLO,49.37200514,8.25323159
RBOE,49.37972097,8.30374239
RBOA,49.38221069,8.32008654
RLIA,49.43207566,8.39694001
RLUR,49.44745922,8.40947423
RLUM,49.46155199,8.42106651
RL,49.47695369,8.43448693
SGM,49.47047358,7.4447551
SRW,49.48523625,7.44053483
SEMA,49.49477413,7.45621256
STN,49.51903966,7.44839608
SBX,49.34583364,7.25460438
SNKE,49.34782568,7.229138
SNKW,49.34947108,7.22688261
SLCG,49.40815866,6.91080323
SVWG,49.26795736,6.82629773
SBOG,49.27391102,6.79760926
SGSZ,49.4354979,7.74406959
SKLH,49.41617239,7.6997976
SSCP,49.35928375,7.68739757
SSTA,49.31633822,7.65166421
SWAB,49.28853229,7.65201755
SPSN,49.25922047,7.60431744
SKLP,49.43478137,7.75106102
SKLW,49.44748924,7.74985271
SLAO,49.48371276,7.72935097
SKW,49.50006334,7.70092208
SHIH,49.51552723,7.68099227
SUSZ,49.5224565,7.66363879
SOU,49.53800127,7.65295477
SKRB,49.55112054,7.63175026
SROB,49.57217411,7.62323743
SWFS,49.58425573,7.61025005
SRWH,49.60721006,7.60912925
SHZH,49.62535513,7.60847029
SLOH,49.63578997,7.59966081
SLKG,49.65372646,7.59083192
SKLN,49.44344785,7.78830898
SES,49.45978903,7.81553254
SRAW,49.43444324,7.55367777
SRAS,49.44890154,7.55656581
SRAM,49.45637282,7.54835732
SSTW,49.45418371,7.52477032
SOBM,49.45627279,7.5010943
SNDM,49.45842482,7.47152021
SPS,49.20681553,7.598038
SHW,49.20307013,7.77311252
SHWG,49.20267231,7.77197907
SENK,49.48997974,7.89973129
SNCH,49.52538686,7.89261612
SMUE,49.55050981,7.88779902
SLM,49.55980001,7.8883061
SWNW,49.57029524,7.8565217
SIM,49.59742267,7.80814308
SRC,49.62812325,7.81726719
SAZ,49.72738436,7.81711627
SHST,49.76313648,7.82919387
SAB,49.78685992,7.83072123
SBMS,49.81355625,7.84744834
SLMG,49.56140966,7.88772374
RSD,49.39266887,8.3650588
RSDS,49.37445121,8.37700185
RSDG,49.37137151,8.38010664
RSPN,49.33355465,8.41939407
RSP,49.32415686,8.42791102
RBGP,49.29542687,8.40618682
RHN,49.28573568,8.39381368
RLF,49.2527937,8.34951383
RGE,49.22499935,8.36582575
RGEM,49.21979208,8.37931691
RGES,49.20826566,8.37341716
RSOH,49.19521939,8.36025535
RBLN,49.1926176,8.29756475
RBLH,49.18853428,8.29449363
RRZH,49.16078706,8.29024037
RRZD,49.1515784,8.27934037
RRZA,49.11976505,8.27422439
RRZM,49.11429859,8.27321931
RRZU,49.10960498,8.27301585
RJO,49.09175695,8.27222776
RWRZ,49.05274619,8.26196247
RWRT,49.04572665,8.27315361
RMAI,49.03499347,8.27959713
RHGBA,49.02546869,8.26492256
RHGBB,49.018649,8.25484689
RHGB,49.01596983,8.25295477
RNBU,48.99211887,8.23811949
RHGBC,48.98612944,8.22607471
RBRG,48.98070574,8.21282706
RXBP,48.97523623,8.19538865
RLI,49.42405166,8.39060807
RLSM,49.47886419,8.45226084
RLB W,49.52940504,8.40382137
RLO,49.49327494,8.38161206
RRK,49.48496047,8.42121693
RGRN,49.57343041,8.17070246
RASH,49.57602415,8.16074483
RME,49.56917253,8.13458558
RET,49.56397536,8.10783843
REIS,49.55355737,8.06867095
RRN,49.53498011,8.02137114
REIW,49.5169958,7.98366689
RBDH,49.46067965,8.17065541
RBDT,49.46646511,8.19305458
RERO,49.48834198,8.21066411
RFHM,49.50227997,8.20454987
